id,title,release_date,budget,revenue,return,director_name
8012.0,Get Shorty,1995-10-20,30250000.0,115101622.0,3.81,Barry Sonnenfeld
1710.0,Copycat,1995-10-27,0.0,0.0,0.0,Jon Amiel
9691.0,Assassins,1995-10-06,50000000.0,30303072.0,0.61,Richard Donner
12665.0,Powder,1995-10-27,0.0,0.0,0.0,Victor Salva
451.0,Leaving Las Vegas,1995-10-27,3600000.0,49800000.0,13.83,Mike Figgis
16420.0,Othello,1995-12-15,0.0,0.0,0.0,Oliver Parker
9263.0,Now and Then,1995-10-20,12000000.0,27400000.0,2.28,Lesli Linka Glatter
17015.0,Persuasion,1995-09-27,0.0,0.0,0.0,Roger Michell
902.0,The City of Lost Children,1995-05-16,18000000.0,1738611.0,0.1,Jean-Pierre Jeunet
902.0,The City of Lost Children,1995-05-16,18000000.0,1738611.0,0.1,Marc Caro
37557.0,Shanghai Triad,1995-04-30,0.0,0.0,0.0,Zhang Yimou
9909.0,Dangerous Minds,1995-08-11,0.0,180000000.0,0.0,John N. Smith
63.0,Twelve Monkeys,1995-12-29,29500000.0,168840000.0,5.72,Terry Gilliam
78802.0,Wings of Courage,1996-09-18,0.0,0.0,0.0,Jean-Jacques Annaud
9598.0,Babe,1995-07-18,30000000.0,254134910.0,8.47,Chris Noonan
47018.0,Carrington,1995-11-08,0.0,0.0,0.0,Christopher Hampton
687.0,Dead Man Walking,1995-12-29,11000000.0,39363635.0,3.58,Tim Robbins
139405.0,Across the Sea of Time,1995-10-20,0.0,0.0,0.0,Stephen Low
33689.0,It Takes Two,1995-11-17,0.0,0.0,0.0,Andy Tennant
9603.0,Clueless,1995-07-19,12000000.0,0.0,0.0,Amy Heckerling
34615.0,"Cry, the Beloved Country",1995-12-15,0.0,676525.0,0.0,Darrell James Roodt
31174.0,Richard III,1995-12-29,0.0,0.0,0.0,Richard Loncraine
11443.0,Dead Presidents,1995-10-06,10000000.0,0.0,0.0,Albert Hughes
11443.0,Dead Presidents,1995-10-06,10000000.0,0.0,0.0,Allen Hughes
35196.0,Restoration,1995-12-29,19000000.0,0.0,0.0,Michael Hoffman
9312.0,Mortal Kombat,1995-08-18,18000000.0,122195920.0,6.79,Paul W.S. Anderson
577.0,To Die For,1995-05-20,20000000.0,21284514.0,1.06,Gus Van Sant
11861.0,How To Make An American Quilt,1995-10-06,10000000.0,23574130.0,2.36,Jocelyn Moorhouse
807.0,Se7en,1995-09-22,33000000.0,327311859.0,9.92,David Fincher
10530.0,Pocahontas,1995-06-14,55000000.0,346079773.0,6.29,Mike Gabriel
10530.0,Pocahontas,1995-06-14,55000000.0,346079773.0,6.29,Eric Goldberg
8391.0,When Night Is Falling,1995-05-05,0.0,0.0,0.0,Patricia Rozema
629.0,The Usual Suspects,1995-07-19,6000000.0,23341568.0,3.89,Bryan Singer
117164.0,Guardian Angel,1994-11-22,0.0,0.0,0.0,Richard W. Munchkin
11448.0,Mighty Aphrodite,1995-09-13,15000000.0,6700000.0,0.45,Woody Allen
49133.0,Lamerica,1994-01-01,0.0,0.0,0.0,Gianni Amelio
26441.0,The Big Green,1995-09-29,0.0,0.0,0.0,Holly Goldberg Sloan
97406.0,Georgia,1995-05-19,0.0,0.0,0.0,Ulu Grosbard
124057.0,Kids of the Round Table,1997-07-08,0.0,0.0,0.0,Robert Tinnell
9089.0,Home for the Holidays,1995-11-02,0.0,17519169.0,0.0,Jodie Foster
11010.0,The Postman,1994-09-22,0.0,0.0,0.0,Michael Radford
99040.0,The Confessional,1995-09-29,0.0,0.0,0.0,Robert Lepage
11359.0,The Indian in the Cupboard,1995-07-14,45000000.0,0.0,0.0,Frank Oz
17182.0,Eye for an Eye,1996-01-12,20000000.0,0.0,0.0,John Schlesinger
2054.0,Mr. Holland's Opus,1995-12-29,0.0,106269971.0,0.0,Stephen Herek
10607.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-12,0.0,0.0,0.0,Paris Barclay
19760.0,Two If by Sea,1996-01-12,0.0,0.0,0.0,Bill Bennett
9536.0,Bio-Dome,1996-01-12,15000000.0,0.0,0.0,Jason Bloom
11525.0,Lawnmower Man 2: Beyond Cyberspace,1996-01-12,0.0,2409225.0,0.0,Farhad Mann
40628.0,Two Bits,1995-10-22,0.0,0.0,0.0,James Foley
4482.0,French Twist,1995-02-08,0.0,0.0,0.0,Josiane Balasko
10634.0,Friday,1995-04-26,3500000.0,28215918.0,8.06,F. Gary Gray
755.0,From Dusk Till Dawn,1996-01-19,19000000.0,25836616.0,1.36,Robert Rodriguez
11859.0,Fair Game,1995-11-03,50000000.0,11534477.0,0.23,Andrew Sipes
28387.0,Kicking and Screaming,1995-10-06,0.0,718490.0,0.0,Noah Baumbach
48750.0,Les Miserables,1995-03-22,0.0,0.0,0.0,Claude Lelouch
20927.0,Bed of Roses,1996-01-26,0.0,19030691.0,0.0,Michael Goldenberg
36929.0,Big Bully,1996-01-26,15000000.0,2042530.0,0.14,Steve Miner
9102.0,Screamers,1995-09-08,20000000.0,5781885.0,0.29,Christian Duguay
124626.0,Nico Icon,1995-02-18,0.0,0.0,0.0,Susanne Ofteringer
27526.0,The Crossing Guard,1995-11-15,0.0,0.0,0.0,Sean Penn
9623.0,The Juror,1996-02-02,44000000.0,0.0,0.0,Brian Gibson
46785.0,The White Balloon,1995-01-01,0.0,0.0,0.0,Jafar Panahi
400.0,Things to Do in Denver When You're Dead,1995-12-01,8000000.0,529766.0,0.07,Gary Fleder
880.0,Antonia's Line,1995-09-12,900000.0,0.0,0.0,Marleen Gorris
146599.0,Once Upon a Time... When We Were Colored,1996-01-26,0.0,0.0,0.0,Tim Reid
188588.0,Last Summer in the Hamptons,1995-11-22,0.0,0.0,0.0,Henry Jaglom
8447.0,Angels and Insects,1995-09-10,0.0,0.0,0.0,Philip Haas
10534.0,White Squall,1996-02-02,38000000.0,10300000.0,0.27,Ridley Scott
17414.0,Dunston Checks In,1996-01-12,16000000.0,0.0,0.0,Ken Kwapis
13997.0,Black Sheep,1996-02-01,0.0,32.0,0.0,Penelope Spheeris
2086.0,Nick of Time,1995-11-22,8169363.0,8175346.0,1.0,John Badham
61548.0,The Journey of August King,1995-09-14,0.0,0.0,0.0,John Duigan
9095.0,Mary Reilly,1996-02-23,47000000.0,12379402.0,0.26,Stephen Frears
12158.0,Vampire in Brooklyn,1995-10-26,14000000.0,19800000.0,1.41,Wes Craven
9283.0,Beautiful Girls,1996-02-09,0.0,0.0,0.0,Ted Demme
9208.0,Broken Arrow,1996-02-09,50000000.0,150270147.0,3.01,John Woo
40154.0,A Midwinter's Tale,1995-12-01,0.0,0.0,0.0,Kenneth Branagh
406.0,La Haine,1995-05-31,3000000.0,0.0,0.0,Mathieu Kassovitz
45549.0,Shopping,1994-12-06,0.0,0.0,0.0,Paul W.S. Anderson
63076.0,Heidi Fleiss: Hollywood Madam,1995-12-27,0.0,0.0,0.0,Nick Broomfield
11062.0,City Hall,1996-02-16,0.0,0.0,0.0,Harold Becker
13685.0,Bottle Rocket,1996-02-21,7000000.0,560069.0,0.08,Wes Anderson
47475.0,Mr. Wrong,1996-02-16,0.0,0.0,0.0,Nick Castle
2045.0,Unforgettable,1996-02-23,18000000.0,0.0,0.0,John Dahl
9614.0,Happy Gilmore,1996-02-16,12000000.0,41205099.0,3.43,Dennis Dugan
688.0,The Bridges of Madison County,1995-05-28,24000000.0,182016617.0,7.58,Clint Eastwood
11907.0,Nobody Loves Me,1994-11-07,0.0,0.0,0.0,Doris Dörrie
10874.0,Muppet Treasure Island,1996-02-16,0.0,34327391.0,0.0,Brian Henson
89333.0,Catwalk,1995-12-08,0.0,0.0,0.0,Robert Leacock
96357.0,Headless Body in Topless Bar,1995-05-20,0.0,0.0,0.0,James Bruce
197.0,Braveheart,1995-05-24,72000000.0,210000000.0,2.92,Mel Gibson
103.0,Taxi Driver,1976-02-07,1300000.0,28262574.0,21.74,Martin Scorsese
33542.0,Rumble in the Bronx,1995-01-30,7500000.0,32392047.0,4.32,Stanley Tong
43566.0,Before and After,1996-02-23,35000000.0,0.0,0.0,Barbet Schroeder
71754.0,Margaret's Museum,1995-09-13,0.0,0.0,0.0,Mort Ransen
43612.0,Happiness Is in the Field,1995-01-31,13365000.0,0.0,0.0,Étienne Chatiliez
51352.0,Anne Frank Remembered,1995-06-08,0.0,1.0,0.0,Jon Blair
16934.0,The Young Poisoner's Handbook,1995-01-20,0.0,0.0,0.0,Benjamin Ross
10324.0,If Lucy Fell,1996-03-08,0.0,0.0,0.0,Eric Schaeffer
78406.0,Steal Big Steal Little,1995-09-29,25000000.0,6278139.0,0.25,Andrew Davis
55731.0,Race the Sun,1996-03-22,0.0,0.0,0.0,Charles T. Kanganis
32119.0,The Boys of St. Vincent,1992-12-06,0.0,0.0,0.0,John N. Smith
11066.0,Boomerang,1992-06-30,40000000.0,70100000.0,1.75,Reginald Hudlin
11104.0,Chungking Express,1994-07-14,0.0,0.0,0.0,Wong Kar-wai
37975.0,The Star Maker,1995-09-21,0.0,0.0,0.0,Giuseppe Tornatore
2074.0,Flirting with Disaster,1996-03-22,7000000.0,14702438.0,2.1,David O. Russell
27793.0,The Neverending Story III: Escape from Fantasia,1994-10-26,17000000.0,0.0,0.0,Peter MacDonald
44284.0,The Silences of the Palace,1994-09-30,0.0,0.0,0.0,Moufida Tlatli
290157.0,Jupiter's Wife,1995-01-01,0.0,0.0,0.0,Michel Negroponte
110972.0,Pie in the Sky,1996-02-09,0.0,0.0,0.0,Bryan Gordon
32622.0,Angela,1995-01-01,0.0,0.0,0.0,Rebecca Miller
73067.0,Frankie Starlight,1995-11-22,0.0,0.0,0.0,Michael Lindsay-Hogg
11863.0,Jade,1995-10-13,50000000.0,9851610.0,0.2,William Friedkin
55475.0,Nueba Yol,1995-08-16,0.0,0.0,0.0,Ángel Muñiz
124636.0,Sonic Outlaws,1995-08-01,0.0,0.0,0.0,Craig Baldwin
9101.0,Down Periscope,1996-03-01,0.0,0.0,0.0,David S. Ward
123360.0,From the Journals of Jean Seberg,1995-09-08,0.0,0.0,0.0,Mark Rappaport
5757.0,Man of the Year,1995-09-15,0.0,209935.0,0.0,Dirk Shafer
39428.0,The Neon Bible,1995-08-23,0.0,0.0,0.0,Terence Davies
124639.0,Target,1995-08-01,0.0,0.0,0.0,Sandip Ray
9302.0,Up Close & Personal,1996-03-01,60000000.0,0.0,0.0,Jon Avnet
11000.0,The Birdcage,1996-03-08,31000000.0,185260553.0,5.98,Mike Nichols
249882.0,Virgin Mary,1995-10-12,0.0,0.0,0.0,Jakov Sedlar
16388.0,The Brothers McMullen,1995-08-09,0.0,0.0,0.0,Edward Burns
9737.0,Bad Boys,1995-04-07,19000000.0,141407024.0,7.44,Michael Bay
30765.0,The Amazing Panda Adventure,1995-08-25,0.0,0.0,0.0,Christopher Cain
10474.0,The Basketball Diaries,1995-04-21,0.0,0.0,0.0,Scott Kalvert
22279.0,An Awfully Big Adventure,1995-07-21,4000000.0,851545.0,0.21,Mike Newell
30157.0,Amateur,1994-08-05,0.0,0.0,0.0,Hal Hartley
568.0,Apollo 13,1995-06-30,52000000.0,355237933.0,6.83,Ron Howard
11780.0,Rob Roy,1995-04-13,28000000.0,31596911.0,1.13,Michael Caton-Jones
34996.0,The Addiction,1995-01-10,0.0,0.0,0.0,Abel Ferrara
414.0,Batman Forever,1995-06-16,100000000.0,336529144.0,3.37,Joel Schumacher
649.0,Belle de Jour,1967-05-24,0.0,0.0,0.0,Luis Buñuel
1873.0,Beyond Rangoon,1995-05-24,0.0,0.0,0.0,John Boorman
5894.0,Blue in the Face,1995-09-15,2000000.0,1275000.0,0.64,Paul Auster
5894.0,Blue in the Face,1995-09-15,2000000.0,1275000.0,0.64,Wayne Wang
1775.0,Canadian Bacon,1995-06-08,11000000.0,178104.0,0.02,Michael Moore
8839.0,Casper,1995-05-26,50000000.0,287928194.0,5.76,Brad Silberling
20649.0,Clockers,1995-09-15,25000000.0,13071518.0,0.52,Spike Lee
10329.0,Congo,1995-06-09,50000000.0,152022101.0,3.04,Frank Marshall
8963.0,Crimson Tide,1995-05-12,53000000.0,157387195.0,2.97,Tony Scott
26564.0,Crumb,1994-09-10,0.0,3174695.0,0.0,Terry Zwigoff
8068.0,Desperado,1995-08-25,7000000.0,25405445.0,3.63,Robert Rodriguez
8512.0,Devil in a Blue Dress,1995-09-15,27000000.0,16140822.0,0.6,Carl Franklin
1572.0,Die Hard: With a Vengeance,1995-05-19,90000000.0,366101666.0,4.07,John McTiernan
13552.0,The Doom Generation,1995-10-27,0.0,0.0,0.0,Gregg Araki
259209.0,Feast of July,1995-10-12,0.0,0.0,0.0,Christopher Menaul
6520.0,First Knight,1995-07-07,55000000.0,127600435.0,2.32,Jerry Zucker
9073.0,Free Willy 2 - The Adventure Home,1995-07-19,0.0,0.0,0.0,Dwight H. Little
10428.0,Hackers,1995-09-14,20000000.0,7563728.0,0.38,Iain Softley
17447.0,Jeffrey,1995-08-18,0.0,0.0,0.0,Christopher Ashley
9886.0,Johnny Mnemonic,1995-05-26,25000000.0,19075720.0,0.76,Robert Longo
9482.0,Judge Dredd,1995-06-30,90000000.0,113493481.0,1.26,Danny Cannon
19326.0,Jury Duty,1995-04-12,0.0,17014653.0,0.0,John Fortenberry
9344.0,Kids,1995-07-28,1500000.0,7412216.0,4.94,Larry Clark
9071.0,Living in Oblivion,1995-01-20,500000.0,1148752.0,2.3,Tom DiCillo
8973.0,Lord of Illusions,1995-08-25,0.0,0.0,0.0,Clive Barker
15730.0,Love & Human Remains,1993-05-20,0.0,0.0,0.0,Denys Arcand
47608.0,Mad Love,1995-05-26,0.0,15453274.0,0.0,Antonia Bird
2293.0,Mallrats,1995-10-20,6000000.0,2122561.0,0.35,Kevin Smith
9070.0,Mighty Morphin Power Rangers: The Movie,1995-06-30,15000000.0,66000000.0,4.4,Bryan Spicer
68274.0,Moonlight and Valentino,1995-09-29,0.0,0.0,0.0,David Anspaugh
48787.0,Mute Witness,1995-09-28,2.0,1.0,0.5,Anthony Waller
34574.0,Nadja,1994-09-13,0.0,0.0,0.0,Michael Almereyda
1642.0,The Net,1995-07-28,22000000.0,110627965.0,5.03,Irwin Winkler
11472.0,Nine Months,1995-07-12,0.0,69660733.0,0.0,Chris Columbus
36196.0,Party Girl,1995-06-09,150000.0,472370.0,3.15,Daisy von Scherler Mayer
11980.0,The Prophecy,1995-09-01,8.0,16.0,2.0,Gregory Widen
58372.0,Reckless,1995-11-17,0.0,0.0,0.0,Norman René
32646.0,Safe,1995-06-23,0.0,0.0,0.0,Todd Haynes
10533.0,The Scarlet Letter,1995-10-13,50000000.0,10382407.0,0.21,Roland Joffé
10802.0,Showgirls,1995-09-22,45000000.0,20350754.0,0.45,Paul Verhoeven
10149.0,Smoke,1995-06-09,7000000.0,8349430.0,1.19,Wayne Wang
10149.0,Smoke,1995-06-09,7000000.0,8349430.0,1.19,Paul Auster
18402.0,Something to Talk About,1995-08-04,0.0,50892160.0,0.0,Lasse Hallström
9348.0,Species,1995-07-07,35000000.0,113374103.0,3.24,Roger Donaldson
139408.0,The Stars Fell on Henrietta,1995-09-15,0.0,0.0,0.0,James Keach
281.0,Strange Days,1995-10-13,42000000.0,7959291.0,0.19,Kathryn Bigelow
5967.0,The Umbrellas of Cherbourg,1964-02-19,0.0,0.0,0.0,Jacques Demy
79593.0,The Tie That Binds,1995-09-08,14000000.0,5780000.0,0.41,Wesley Strick
47939.0,Three Wishes,1995-10-27,0.0,7025496.0,0.0,Martha Coolidge
36834.0,Total Eclipse,1995-11-02,0.0,339889.0,0.0,Agnieszka Holland
9090.0,"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,0.0,47774193.0,0.0,Beeban Kidron
3512.0,Under Siege 2: Dark Territory,1995-07-13,60000000.0,104324083.0,1.74,Geoff Murphy
52856.0,Unstrung Heroes,1995-09-15,0.0,0.0,0.0,Diane Keaton
77350.0,Unzipped,1995-08-11,0.0,0.0,0.0,Douglas Keeve
9560.0,A Walk in the Clouds,1995-08-11,20000000.0,50012507.0,2.5,Alfonso Aráu
9804.0,Waterworld,1995-07-28,175000000.0,264218220.0,1.51,Kevin Reynolds
31611.0,White Man's Burden,1995-12-01,8000000.0,0.0,0.0,Desmond Nakano
65796.0,Wild Bill,1995-12-01,30000000.0,0.0,0.0,Walter Hill
49805.0,The Browning Version,1994-10-12,0.0,0.0,0.0,Mike Figgis
26258.0,Bushwhacked,1995-08-04,0.0,0.0,0.0,Greg Beeman
50797.0,Burnt by the Sun,1994-05-01,2800000.0,2616503.0,0.93,Nikita Mikhalkov
19155.0,Before the Rain,1994-06-09,0.0,763847.0,0.0,Milčo Mančevski
76.0,Before Sunrise,1995-01-27,2500000.0,5535405.0,2.21,Richard Linklater
11017.0,Billy Madison,1995-02-10,10000000.0,26488734.0,2.65,Tamra Davis
37141.0,The Babysitter,1995-10-17,0.0,0.0,0.0,Guy Ferland
9382.0,Boys on the Side,1995-02-03,21000000.0,23450000.0,1.12,Herbert Ross
6715.0,The Cure,1995-04-21,0.0,0.0,0.0,Peter Horton
18256.0,Castle Freak,1995-08-04,0.0,0.0,0.0,Stuart Gordon
22625.0,Circle of Friends,1995-03-16,0.0,0.0,0.0,Pat O'Connor
2292.0,Clerks,1994-09-13,27000.0,3151130.0,116.71,Kevin Smith
1909.0,Don Juan DeMarco,1994-10-01,25000000.0,22200000.0,0.89,Jeremy Leven
8984.0,Disclosure,1994-12-09,55000000.0,214015089.0,3.89,Barry Levinson
61813.0,Dream Man,1995-01-01,0.0,0.0,0.0,René Bonnière
4954.0,Drop Zone,1994-12-08,45000000.0,0.0,0.0,John Badham
62488.0,Destiny Turns on the Radio,1995-04-28,0.0,0.0,0.0,Jack Baran
10531.0,Death and the Maiden,1994-05-04,0.0,0.0,0.0,Roman Polanski
11929.0,Dolores Claiborne,1995-03-24,0.0,0.0,0.0,Taylor Hackford
8467.0,Dumb and Dumber,1994-12-16,16000000.0,247275374.0,15.45,Peter Farrelly
8467.0,Dumb and Dumber,1994-12-16,16000000.0,247275374.0,15.45,Bobby Farrelly
10451.0,Eat Drink Man Woman,1994-08-03,0.0,7294403.0,0.0,Ang Lee
20156.0,Exotica,1994-09-24,0.0,0.0,0.0,Atom Egoyan
18395.0,Exit to Eden,1994-10-14,0.0,6841570.0,0.0,Garry Marshall
522.0,Ed Wood,1994-09-27,18000000.0,5887457.0,0.33,Tim Burton
397.0,French Kiss,1995-05-05,0.0,0.0,0.0,Lawrence Kasdan
10525.0,Forget Paris,1995-05-19,0.0,0.0,0.0,Billy Crystal
27985.0,Far from Home: The Adventures of Yellow Dog,1995-01-13,0.0,0.0,0.0,Phillip Borsos
15789.0,A Goofy Movie,1995-04-07,0.0,35348597.0,0.0,Kevin Lima
15789.0,A Goofy Movie,1995-04-07,0.0,35348597.0,0.0,Paul Brizzi
27303.0,Hideaway,1995-03-03,15000000.0,12201255.0,0.81,Brett Leonard
21183.0,Fluke,1995-06-02,0.0,0.0,0.0,Carlo Carlei
10954.0,Farinelli,1994-12-07,0.0,0.0,0.0,Gérard Corbiau
47867.0,Gordy,1995-05-12,0.0,3992809.0,0.0,Mark Lewis
43475.0,Gumby: The Movie,1995-12-01,0.0,0.0,0.0,Art Clokey
72031.0,The Glass Shield,1994-09-16,0.0,0.0,0.0,Charles Burnett
14275.0,Hoop Dreams,1994-09-12,700000.0,7830611.0,11.19,Steve James
1024.0,Heavenly Creatures,1994-09-02,5000000.0,3049135.0,0.61,Peter Jackson
17207.0,Houseguest,1995-01-06,10500000.0,26325256.0,2.51,Randall Miller
13701.0,Immortal Beloved,1994-12-16,120.0,0.0,0.0,Bernard Rose
14819.0,Heavyweights,1995-02-17,0.0,17689177.0,0.0,Steven Brill
32631.0,The Hunted,1995-02-24,0.0,0.0,0.0,J. F. Lawton
11777.0,I.Q.,1994-12-24,25000000.0,0.0,0.0,Fred Schepisi
628.0,Interview with the Vampire,1994-11-11,60000000.0,223664608.0,3.73,Neil Jordan
87729.0,Jefferson in Paris,1995-03-31,14000000.0,2474000.0,0.18,James Ivory
18713.0,The Jerky Boys,1995-02-03,0.0,0.0,0.0,James Melkonian
6280.0,Junior,1994-11-22,60000000.0,37000000.0,0.62,Ivan Reitman
9061.0,Just Cause,1995-02-17,0.0,0.0,0.0,Arne Glimcher
37108.0,A Kid in King Arthur's Court,1995-08-11,0.0,0.0,0.0,Michael Gottlieb
6071.0,Kiss of Death,1995-04-21,40000000.0,0.0,0.0,Barbet Schroeder
11.0,Star Wars,1977-05-25,11000000.0,775398007.0,70.49,George Lucas
9587.0,Little Women,1994-12-21,18000000.0,0.0,0.0,Gillian Armstrong
19101.0,A Little Princess,1995-05-10,17000000.0,0.0,0.0,Alfonso Cuarón
49980.0,Ladybird Ladybird,1994-02-18,0.0,0.0,0.0,Ken Loach
17961.0,L'Enfer,1994-02-16,10000000.0,0.0,0.0,Claude Chabrol
18183.0,Like Water for Chocolate,1992-04-16,2000000.0,21665468.0,10.83,Alfonso Aráu
4476.0,Legends of the Fall,1994-12-16,30000000.0,160638883.0,5.35,Edward Zwick
11008.0,Major Payne,1995-03-24,0.0,0.0,0.0,Nick Castle
47504.0,Little Odessa,1994-10-27,0.0,0.0,0.0,James Gray
32325.0,Mi Vida Loca,1994-06-08,0.0,0.0,0.0,Allison Anders
43742.0,Love Affair,1994-10-21,60000000.0,0.0,0.0,Glenn Gordon Caron
28313.0,Losing Isaiah,1995-03-17,17000000.0,7603766.0,0.45,Stephen Gyllenhaal
11318.0,The Madness of King George,1994-12-28,0.0,0.0,0.0,Nicholas Hytner
3036.0,Mary Shelley's Frankenstein,1994-11-04,45000000.0,112006296.0,2.49,Kenneth Branagh
40490.0,Man of the House,1995-03-03,0.0,0.0,0.0,James Orr
24070.0,Mixed Nuts,1994-12-21,15000000.0,0.0,0.0,Nora Ephron
8986.0,Milk Money,1994-08-31,0.0,18137661.0,0.0,Richard Benjamin
10510.0,Miracle on 34th Street,1994-11-18,0.0,46264384.0,0.0,Les Mayfield
17402.0,Miami Rhapsody,1995-01-27,6.0,5.0,0.83,David Frankel
38722.0,My Family,1995-05-03,5500000.0,0.0,0.0,Gregory Nava
8438.0,Murder in the First,1995-01-20,0.0,17381942.0,0.0,Marc Rocco
11593.0,Nobody's Fool,1994-12-23,0.0,0.0,0.0,Robert Benton
1945.0,Nell,1994-12-23,31000000.0,106683817.0,3.44,Michael Apted
39310.0,New Jersey Drive,1995-04-19,0.0,0.0,0.0,Nick Gomez
109560.0,New York Cop,1993-08-14,0.0,0.0,0.0,Tōru Murakawa
56428.0,Beyond Bedlam,1994-04-22,4800000.0,0.0,0.0,Vadim Jean
63105.0,Nemesis 2 - Nebula,1995-09-26,0.0,0.0,0.0,Albert Pyun
131957.0,Nina Takes a Lover,1995-03-03,0.0,0.0,0.0,Alan Jacobs
241.0,Natural Born Killers,1994-08-25,34000000.0,50282766.0,1.48,Oliver Stone
9058.0,Only You,1994-09-17,0.0,0.0,0.0,Norman Jewison
527.0,Once Were Warriors,1994-09-02,0.0,2201126.0,0.0,Lee Tamahori
18220.0,Poison Ivy II: Lily,1996-01-16,0.0,0.0,0.0,Anne Goursaud
6950.0,Outbreak,1995-03-10,50000000.0,189859560.0,3.8,Wolfgang Petersen
101.0,Leon: The Professional,1994-09-14,16000000.0,45284974.0,2.83,Luc Besson
63020.0,The Perez Family,1995-05-12,11000000.0,2832826.0,0.26,Mira Nair
2307.0,A Pyromaniac's Love Story,1995-04-28,0.0,0.0,0.0,Joshua Brand
680.0,Pulp Fiction,1994-09-10,8000000.0,213928762.0,26.74,Quentin Tarantino
41478.0,Panther,1995-11-10,0.0,6834525.0,0.0,Mario Van Peebles
25296.0,Pushing Hands,1992-02-01,400000.0,152322.0,0.38,Ang Lee
40156.0,Priest,1994-01-01,0.0,4176932.0,0.0,Antonia Bird
11450.0,Quiz Show,1994-09-16,0.0,0.0,0.0,Robert Redford
30304.0,Picture Bride,1995-05-05,0.0,0.0,0.0,Kayo Hatta
10452.0,Queen Margot,1994-05-13,0.0,0.0,0.0,Patrice Chéreau
12106.0,The Quick and the Dead,1995-02-09,32000000.0,18552460.0,0.58,Sam Raimi
161495.0,Roommates,1995-03-01,22000000.0,12400000.0,0.56,Peter Yates
3586.0,Prêt-à-Porter,1994-12-23,15000000.0,11300653.0,0.75,Robert Altman
110.0,Three Colors: Red,1994-05-27,0.0,0.0,0.0,Krzysztof Kieślowski
108.0,Three Colors: Blue,1993-01-10,0.0,0.0,0.0,Krzysztof Kieślowski
109.0,Three Colors: White,1994-01-26,0.0,0.0,0.0,Krzysztof Kieślowski
159185.0,"Red Firecracker, Green Firecracker",1994-10-14,0.0,0.0,0.0,He Ping
36357.0,Rent-a-Kid,1995-01-01,0.0,0.0,0.0,Fred Gerber
92769.0,Relative Fear,1995-10-03,0.0,0.0,0.0,George Mihalka
28033.0,Stuart Saves His Family,1995-04-12,0.0,0.0,0.0,Harold Ramis
22586.0,The Swan Princess,1994-11-18,35000000.0,9771658.0,0.28,Richard Rich
14334.0,The Secret of Roan Inish,1994-01-01,0.0,0.0,0.0,John Sayles
2636.0,The Specialist,1994-10-07,45000000.0,170362582.0,3.79,Luis Llosa
2164.0,Stargate,1994-10-27,55000000.0,196567262.0,3.57,Roland Emmerich
11395.0,The Santa Clause,1994-11-10,22000000.0,189833357.0,8.63,John Pasquin
278.0,The Shawshank Redemption,1994-09-23,25000000.0,28341469.0,1.13,Frank Darabont
9905.0,Shallow Grave,1994-12-22,0.0,0.0,0.0,Danny Boyle
87078.0,Suture,1993-09-14,0.0,102780.0,0.0,Scott McGehee
87078.0,Suture,1993-09-14,0.0,102780.0,0.0,David Siegel
12527.0,Strawberry and Chocolate,1993-01-01,0.0,0.0,0.0,Tomás Gutiérrez Alea
